Title,ALogP,ALogp2,AMR,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,fragC,nAcid,apol,naAromAtom,nAromBond,nAtom,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nBase,nB,bpol,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SCH-5,SCH-6,SCH-7,VCH-5,VCH-6,VCH-7,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,ECCEN,FMF,nHBDon,nHBAcc,HybRatio,khs.sCH3,khs.ssCH2,khs.dsCH,khs.aaCH,khs.sssCH,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH2,khs.ssNH,khs.dsN,khs.aaN,khs.sssN,khs.aasN,khs.sOH,khs.dO,khs.ssO,khs.sF,khs.ssS,khs.ddssS,khs.sCl,Kier1,Kier2,Kier3,nAtomLC,nAtomP,LipinskiFailures,nAtomLAC,MLogP,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEO-11,MDEO-12,MDEN-22,PetitjeanNumber,topoShape,nRotB,TopoPSA,VAdjMat,VABC,MW,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,WPATH,WPOL,XLogP,Zagreb,mp (°C)
Mol1,2.5095,6.29759025,45.1044,11.99856245,34.97105731,-0.172315132,0.143910705,6.615495816,10.15538141,72.03,0,19.100379,6,6,12,0.087080837,-0.01203801,-0.045858323,0.003529926,0.010825988,32.13884972,14.85531192,23.71062384,38.13652365,17.56826183,607.0662099,666.5863021,835.0962262,656.5137118,200.3850017,0,9,4.539621,0,6,0,0,0,0,0,0,0.068041382,0.204124145,0,0.024056261,0.081831709,0.663854611,0,0.272165527,0,0.469063513,0,0.185576872,0,6.853371151,4.215214055,3.744588185,3.114068787,1.848425766,1.072102901,0.526099421,0.136082763,6.633731065,3.444857064,2.728005647,2.13507613,1.000915397,0.457046576,0.225522375,0.061858957,1.733969088,1.979392051,2.190389772,1.208891388,1.207500189,1.143612001,63,0.666666667,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.111111111,2.722222222,1.469387755,0,6,0,0,1.79,0,0,0,0,2.381101578,4.585756412,0,2.381101578,0,0,0,0,0.25,0.333333333,0,0,4.169925001,126.799735,179.9300332,17.38253322,1.931392579,7.466759451,0,0,82,11,2.547,42,52.6
Mol2,2.5095,6.29759025,45.1044,11.99856245,34.97105731,-0.17786663,0.124169574,6.370548304,9.182254324,72.03,0,19.100379,6,6,12,0.079473139,-0.015427049,0.001260546,-0.06128315,0.035713084,32.13884972,14.85531192,23.71062384,20.71062384,34.99416164,588.4987577,640.4781031,789.5574288,583.5227403,283.422906,0,9,4.539621,0,6,0,0,0,0,0,0,0.068041382,0.204124145,0,0.024056261,0.081831709,0.866025404,0,0,0,0.56694671,0,0,0,6.853371151,4.18154055,4.022621928,2.414213562,2.349335306,0.98559856,0.696923425,0,6.633731065,3.432890936,2.896973714,1.481980506,1.393014894,0.427810922,0.324377703,0,1,1.995781916,1.747400241,0.56694671,1.111920656,0.834332279,63,0.666666667,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.111111111,2.722222222,2,0,6,0,0,1.79,0,0,0,0,1.5,6.240251469,0,1.5,0,0,0,0,0.25,0.333333333,0,0,4.169925001,126.799735,179.9300332,17.38171618,1.931301798,7.483714543,0,0,84,9,2.547,42,63.4
Mol3,0.1509,0.02277081,93.4185,11.9,15.9969305,-0.392533634,0.206733624,4.819645873,12.609025,2697.03,0,59.36979,0,0,54,0.319907863,-0.081619581,-0.07027853,0.020262878,0.026243532,26.32340711,27.99627593,45.99255186,53.32464384,53.3171957,2184.938694,2756.815244,4436.374421,4846.464495,4185.764262,0,27,34.71221,0,3,1,3,8,4,2,0.083333333,0.384805741,0.984707213,0.083333333,0.349072856,0.785933318,2.855590539,0.23570226,1.079464838,0.19443432,2.18094337,0.219913203,0.854675794,0.165466547,17.2756564,11.27052805,11.57085945,10.04574413,9.321354732,7.311909496,5.572416412,4.151144559,15.17755926,9.695704712,9.406038935,8.38400239,7.354963123,5.531442404,4.125131584,3.0013112,6.853364555,12.94372695,19.13236138,5.499117684,9.840353505,13.52223486,429,0.708333333,1,3,0.80952381,3,7,1,0,5,3,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,17.41563786,5.75,2.405680473,2,4,0,0,3.44,0.520020956,5.396514023,6.458030257,2.112473971,7.95950361,21.11935664,5.763552029,9.050330552,6.788339318,0.388067491,0,0,0.454545455,0.833333333,1,54.37,5.584962501,340.807605,330.2194951,49.21021885,2.050425785,7.551241105,7.551241105,0,1149,51,2.741,142,222.0
Mol4,1.5135,2.29068225,88.3621,11.99615144,15.99826463,-0.386831155,0.131177298,5.036035915,12.01561924,1939.02,0,52.807032,6,6,46,0.140645334,-0.050557187,-0.021998538,0.00659458,0.00846129,23.54893807,25.66418395,41.66045989,48.32464384,37.32836791,1874.598468,2345.348556,3711.653488,3939.372626,3001.295699,0,25,26.236968,0,4,2,1,6,4,1,0.072168784,0.459775766,1.068622394,0.072168784,0.34706119,0.712453977,2.337295093,0.227062073,1.221240461,0.448623438,1.56142044,0.141590543,0.726252632,0.199757746,15.53516943,10.48311201,10.26274184,9.772543288,8.030205596,6.554190725,5.054751371,3.951612792,13.17851976,8.503344581,7.798061397,7.100474364,5.821907213,4.507002304,3.241037306,2.388598417,6.615322006,10.85217165,14.68499701,4.298525049,7.022810011,9.252619701,399,0.772727273,2,1,0.666666667,1,6,0,3,3,0,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,15.5232,5.25,2.111111111,1,7,0,0,3.44,0.25,4.584939419,2.309574272,2.149139864,12.36495959,21.39890578,6.786930163,6.631975708,3.327536019,0.1,0,0,0.454545455,0.833333333,0,40.46,5.459431619,298.5484763,296.1776302,45.56093627,2.070951649,5.07608676,5.07608676,0,941,46,3.493,130,235.0
Mol5,3.1132,9.69201424,93.4252,11.85,12.15027013,-0.182512209,0.120933386,7.21006506,11.60992021,916,0,43.201516,20,24,32,0,0,0,0,0,20,24,36,40,35,1749.967125,2190.577776,3363.400903,3642.681366,2989.4709,0,24,13.118484,0,12,8,0,0,0,0,0,0.307846747,0.675262247,0,0.111542902,0.208587795,1.161054416,0,0.372661562,0,0.602670901,0,0.14105679,0,13.10408353,9.915816238,9.12849189,8.624007833,8.139026778,7.586108676,5.710682232,4.732193193,10.92820323,6.970084679,5.453738644,4.370903899,3.489493841,2.740077126,1.738704623,1.20947721,3.453325355,6.685785065,11.09745867,1.514965967,2.47072166,3.452795162,318,1,0,0,0,0,0,0,12,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.53472222,4.75,1.820826446,0,20,1,0,3.66,0,0,0,0,17.65484567,31.87877377,0,13.08233361,0,0,0,0,0.444444444,0.8,0,0,5.321928095,211.8292707,252.0939005,43.29753376,2.164876688,0,0,0,680,40,5.956,120,179.0
Mol6,-0.2287,0.05230369,40.5048,11.9935119,15.99591919,-0.337126932,0.290638205,4.076400826,8.033384108,199.03,1,19.691551,6,6,17,0.211971636,-0.11265642,0.015098253,0.007444196,0.004425558,11.90891837,10.83036589,14.77101686,12.66073177,7.494549842,439.9355052,478.730556,591.3928666,463.8459087,215.0320854,0,10,7.950449,1,5,1,0,0,0,0,0,0.083333333,0.131445856,0,0.027777778,0.029926396,0.788675135,0,0.166666667,0,0.225201925,0,0.015214515,0,7.560477932,4.698377303,4.263968845,3.003322558,1.952529745,1.449135293,0.919957418,0.19245009,5.242213232,2.787773283,1.927161032,1.157634178,0.62569656,0.389735758,0.142169651,0.02376283,1.448688405,1.404193779,1.498266827,0.331329274,0.27626676,0.249202295,88,0.6,2,3,0,0,0,0,4,0,1,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,8.1,3.408284024,2.285714286,2,10,0,0,1.9,0,0,0,0,3.301927249,7.065551058,0,1.310370697,0,0.5,0,0,0.5,1,1,63.32,4.321928095,124.4032712,137.0476785,19.38570823,1.938570823,7.326862395,4.818142682,2.508719712,120,11,-0.143,46,187.8
Mol7,-0.5024,0.25240576,49.6951,11.89,31.97207164,-0.279094173,0.262685655,5.501359648,10.90750484,420.05,0,28.118723,0,0,24,0.378453246,-0.194716875,0.16010166,-0.322502531,0.168103557,21.39665171,15.99869689,25.69036186,29.99339783,27.65707198,858.5965046,981.4408742,1376.156545,1404.886734,833.5528618,0,13,17.061277,2,0,0,2,2,0,1,0,0.048112522,0.212378949,0,0.013975425,0.042586009,1.22130082,0.083333333,0.537457479,0.11785113,0.614738371,0.0625,0.06159991,0.012757759,10.06047793,6.063714582,5.318941406,4.79122366,3.902297033,1.655659678,1.2261013,0.272165527,7.99442032,4.38503052,3.158795401,2.427027545,1.320833104,0.630760249,0.383282143,0.047597186,3.492677787,5.975113221,5.405399413,1.345953963,1.558654275,0.992071144,111,0.461538462,1,4,0.625,2,2,0,0,0,3,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,11.07692308,4.022160665,1.775147929,1,8,0,0,1.79,0.25,2.309401077,1.686865331,1,0.5,2.381101578,2,1.5,2.080083823,0.25,0,0.5,0.5,1,2,96.61,4.700439718,183.4232694,199.0541237,25.01438881,1.924183754,13.44623812,5.03787401,5.901587021,220,23,0.666,64,180.0
Mol8,-0.6307,0.39778249,43.1471,11.89,15.9969237,-0.279896599,0.285267562,4.348650274,10.52100371,469.05,0,26.687516,0,0,25,0.471888238,-0.238614271,0.227690508,-0.456029326,0.23976221,16.04336771,14.66100366,22.57037451,27.31801137,22.75551792,685.1968735,788.3993083,1111.754609,1134.302749,641.6736407,0,13,17.312484,2,0,0,2,2,0,1,0,0.048112522,0.212378949,0,0.015625,0.041233726,1.22130082,0.083333333,0.537457479,0.11785113,0.579869804,0.0625,0.12319982,0.025515518,10.06047793,6.063714582,5.318941406,4.79122366,3.902297033,1.655659678,1.2261013,0.272165527,7.638958434,4.233692779,3.026585998,2.530521524,1.472098329,0.507630381,0.258649582,0.06223637,3.492677787,5.975113221,5.405399413,1.522383707,1.954309714,1.060560842,111,0.461538462,2,5,0.625,2,2,0,0,0,3,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,11.07692308,4.022160665,1.775147929,2,8,0,2,1.79,0.25,2.309401077,1.686865331,1,0.5,2.381101578,2,1.5,2.080083823,0.75,0,0.5,0.5,1,2,75.27,4.700439718,175.0227014,184.0847923,25.01438881,1.924183754,13.44623812,7.544651096,5.901587021,220,23,0.433,64,227.5
Mol9,-0.486,0.236196,57.8838,11.9,15.99692672,-0.278455611,0.331599937,4.622157581,11.63275503,817.05,0,35.727895,0,0,32,0.538211619,-0.342551487,0.335425985,-0.522592158,0.310301783,20.04336771,19.8271856,30.57037451,37.14837726,31.75551792,1108.49608,1317.525575,1920.30958,2033.010113,1492.751188,0,18,22.572105,2,1,1,1,4,0,1,0,0.141345783,0.270130047,0,0.072168784,0.036084392,1.539505774,0.096225045,0.998836285,0.17170946,0.697009018,0.0625,0.207453797,0.036926405,12.62939203,7.975086309,7.462784876,6.939366621,5.033049125,3.615565989,2.053556311,1.173421276,9.577735861,5.307276442,4.157663193,3.006625606,1.915685791,1.198709531,0.4961539,0.280289147,4.838243486,7.532341226,10.86757624,1.451705176,1.866942478,1.975022484,212,0.705882353,0,5,0.583333333,2,4,1,0,0,4,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,13.43209877,4.938271605,2.171745152,0,8,0,0,2.23,0.25,2.159398003,3.084421651,1.154700538,6.083643419,5.907050127,1.850535862,2.672696154,3.039342743,0.75,0,0,0.5,1,1,54.45,5.087462841,227.8954932,235.1082675,33.72060405,1.983564944,13.67101798,7.544963277,6.126054706,458,32,1.354,90,278.0
Mol10,-1.5931,2.53796761,49.7975,11.89,15.99692521,-0.279896269,0.285274067,4.387946575,11.14975391,751.05,0,32.874688,0,0,31,0.4718881,-0.238615286,0.227683527,-0.456049161,0.239830654,18.04336771,16.66100366,24.57037451,29.31801137,28.75551792,844.3295299,966.66227,1342.390713,1422.380319,1054.008766,0,15,21.685312,2,0,0,2,4,0,1,0,0.048112522,0.212378949,0,0.015625,0.041233726,1.22130082,0.083333333,0.537457479,0.11785113,0.579869804,0.0625,0.12319982,0.025515518,11.47469149,7.063714582,6.111834624,4.905630739,4.299952403,2.793627165,1.420136894,0.634676735,9.053171996,5.233692779,3.819479217,2.676968134,2.01254734,1.159977831,0.461623487,0.162823232,3.254540214,5.6633957,7.045894765,1.324160402,2.001913885,1.914518814,153,0.4,2,5,0.7,2,4,0,0,0,3,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,13.06666667,5.365079365,2.571428571,3,8,0,3,2.01,0.166666667,3.181082915,1.310370697,0.666666667,2.941682753,4.008290259,2.828427125,1.5,2.080083823,0.75,0,0.5,0.428571429,0.75,4,75.27,4.906890596,209.6146707,212.1160925,29.03134687,1.935423125,13.51594344,7.585880687,5.93006275,338,25,1.571,72,160.7
Mol11,-3.0347,9.20940409,56.6758,11.89,15.99692748,-0.279046979,0.32909259,4.493966531,11.05885648,1215.05,0,41.488653,0,0,39,0.514476824,-0.292339002,0.284990426,-0.493609149,0.252456578,21.04336771,19.66100366,27.57037451,32.31801137,29.75551792,1004.031423,1122.742036,1489.358318,1572.303223,1187.112322,2,18,27.811347,2,0,0,2,7,0,1,0,0.048112522,0.212378949,0,0.013975425,0.031175122,1.22130082,0.083333333,0.537457479,0.11785113,0.523451278,0.0625,0.116696544,0.024168646,13.59601184,8.563714582,7.129601577,5.878757285,4.682627119,2.703196812,1.91295136,0.869014945,10.71345764,6.47678223,4.582757242,3.481569338,2.192617119,1.237268223,0.713357943,0.408881639,3.373609001,5.722677909,6.106934946,1.34330476,1.76025105,1.251745171,299,0.333333333,1,5,0.769230769,2,7,0,0,0,3,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,0,16.05555556,7.555555556,3.995837669,7,8,0,7,2.34,0.111111111,3.715889755,1.083725192,0.534522484,8.507275945,4.836954663,2.734687361,1.5,2.080083823,0.75,0,0.5,0.454545455,0.833333333,7,81.59,5.169925001,260.1843952,253.1552177,35.02821988,1.946012216,13.51376515,7.584592262,5.929172884,650,28,3.936,84,212.0
Mol12,-1.4868,2.21057424,42.1425,11.98851885,14.01461156,-0.293913581,0.181382111,5.793739031,8.263021297,214.04,0,20.720758,10,11,17,0.328151235,-0.213659728,-0.007550312,0.06978552,-0.023255025,12.43992121,13.32945547,18.04941607,16.0770325,9.024708034,530.1950129,601.6405109,795.7508086,673.0771602,352.3743825,0,12,11.839242,3,2,0,1,0,0,0,0,0.151374715,0.282117557,0,0.031100423,0.044129182,0.622008468,0,0.083333333,0,0.243649167,0,0.012909944,0,7.681798276,5.360173345,4.722840606,3.801871697,3.108068805,2.609602715,1.437044285,0.81192906,6.02090519,3.254573019,2.242971017,1.345330573,0.851907761,0.560911405,0.227199423,0.096551464,1.291973768,1.954251771,2.7110646,0.351250796,0.408886335,0.448702649,108,0.909090909,0,4,0.142857143,1,0,0,3,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7.638888889,3.1640625,1.6,0,10,0,0,1.79,0,0.814325285,1.310370697,0,0.965489385,4.112265279,0,1.650963624,0,0,0,2.182247272,0.5,1,0,51.56,4.459431619,113.920181,146.0592462,22.50972442,2.046338584,12.22078628,0,12.22078628,144,14,-1.358,56,197.0
Mol13,-1.7862,3.19051044,95.4638,11.89,15.99793681,-0.389199892,0.21785934,4.755058697,9.766162525,2152.06,0,55.758204,6,6,52,0.593619029,-0.212542805,-0.15407933,0.003109481,0.134546354,27.81783674,26.32518762,35.20728901,35.64939418,35.81530423,1321.909001,1451.682602,1838.993159,1841.635455,1724.828459,1,24,35.761796,1,6,1,6,4,0,0,0,0.068041382,0.135508755,0,0.024056261,0.033877189,1.825805468,0,0.204124145,0,0.806433118,0,0.046473128,0,18.1125197,11.32860626,10.13029735,6.797257839,5.188511181,4.029057096,2.501759911,1.865125265,14.88713694,8.321366148,6.093077729,3.312624282,2.075920016,1.353330212,0.682318853,0.402158961,2.868867887,3.850937933,5.176235251,0.997912619,1.062417067,1.185932557,522,0.25,3,5,0.555555556,4,4,0,3,2,2,3,0,0,0,2,0,0,0,0,1,2,1,0,0,0,0,22.04166667,11.58376691,8.792387543,9,12,1,4,2.78,0.697550113,4.456903501,5.114897879,0,5.052151556,13.63204252,0,5.441913594,0,0.380530286,0.685006711,0.111111111,0.466666667,0.875,11,87.66,5.584962501,340.599857,336.2049076,46.79789271,1.949912196,16.4302377,10.52299155,5.907246145,1568,31,1.077,110,123.0
Mol14,0.3317,0.11002489,43.1494,11.85,15.99491715,-0.281050701,0.200961668,4.191793233,8.377884252,271.02,0,21.983137,6,6,19,0.161022301,-0.079806025,0.009036194,-0.004998613,-0.004347956,11.13444934,10.66445584,13.38409937,9.664455843,7.830365887,455.5072632,482.9330197,564.958331,429.8833495,276.8266884,0,10,11.456863,1,6,0,1,0,0,0,0,0.102062073,0.072168784,0,0.032075015,0.016037507,0.612372436,0,0,0,0.185395406,0,0,0,7.397341225,4.7876937,4.133584955,2.529482726,2.089508593,1.454567768,0.595522031,0.319035594,5.794999636,3.114807748,2.047211622,1.094157672,0.724749318,0.413472192,0.12760717,0.055155516,0.642228525,1.041888478,1.093412989,0.188922748,0.249048433,0.210713221,92,0.6,1,2,0.125,1,0,0,5,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.1,4,3.111111111,4,9,0,2,2.12,0,1.054211516,1.154700538,0,6.083643419,4.039695455,0,0.5,0,0,0,0,0.5,1,2,29.1,4.321928095,132.9090291,135.068414,19.53512296,1.953512296,5.328569719,2.394835284,2.933734435,126,9,0.606,44,114.0
Mol15,1.4897,2.21920609,62.0266,11.99852744,34.96938007,-0.339527808,0.26331728,3.968368199,9.531037872,466.04,1,31.280723,6,6,26,0.377839024,-0.177456371,-0.054574216,0.084972579,0.018318675,25.03635701,18.28013855,25.3384702,26.49603115,23.5157718,804.9209604,884.5645092,1116.620767,1045.37828,807.2091317,0,15,15.319277,2,6,1,1,1,0,0,0,0.068041382,0.164266427,0,0.024056261,0.054108509,1.014741363,0,0.11785113,0,0.404989835,0,0.038575837,0,11.25914855,7.130228955,6.188219109,4.188768182,3.346291924,2.42594094,1.626542651,0.863131746,8.828325016,4.749114166,3.342168992,2.00369811,1.352380071,0.800963364,0.443699964,0.17063017,1.605378242,2.398690284,2.896364591,0.63782887,0.81469461,0.82907813,215,0.4,1,2,0.181818182,0,2,1,3,0,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,13.06666667,6.55401662,4.571428571,4,7,0,3,2.23,0,1.590691044,0.671378385,0,4.996160607,9.740269199,0,2.40685195,0,0.5,0.285714286,0,0.5,1,5,46.53,4.906890596,203.9552853,226.039672,29.27569261,1.95171284,10.34225792,7.789314201,0,410,18,1.63,68,92.5
Mol16,-0.9351,0.87441201,33.8177,11.9964003,15.99794436,-0.366339101,0.200451405,4.88819082,8.17488375,135.05,0,16.669172,9,10,14,0.282946399,-0.168023577,0.133086514,-0.214794139,0.108258003,12.21439024,12.68916388,17.60260578,14.51952976,9.546527327,440.8437666,511.3007135,691.5519795,495.7309903,245.1153648,0,11,7.672828,3,0,1,0,0,0,0,0.11785113,0.219416097,0.387458418,0.032274861,0.045004944,0.051989152,0.538451691,0,0.164266427,0,0.178070483,0,0.030571187,0,6.974691495,4.877010098,4.26302547,3.68315398,3.089158958,1.979356979,1.166121214,0.628003494,4.94355492,2.707698995,1.829559962,1.226977887,0.752214548,0.355770595,0.147582262,0.058550822,1.440177475,2.343625286,2.604656199,0.365419436,0.415164503,0.321895076,79,0.9,2,3,0,0,0,0,2,0,0,1,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,6.694214876,2.56,1.12,0,10,0,0,1.46,0,0,0,0,0.25,3.14734519,0,2.381101578,0,0,0,2.498049533,0.25,0.333333333,0,74.69,4.321928095,90.75489716,136.0385108,20.41041027,2.041041027,14.67648787,2.545324805,12.13116307,105,12,-0.452,52,350.0
Mol17,0.7799,0.60824401,79.4665,11.99618638,15.99826339,-0.412875268,0.115064813,5.119126891,9.416558747,1375.03,0,44.440239,6,6,41,0.309944683,-0.11029417,-0.140675474,0.062994593,0.089571242,19.90891837,19.3286398,24.15900569,23.82248047,20.88182951,980.913686,1052.707201,1269.2985,1205.89496,1035.170291,1,18,27.719761,1,6,1,4,3,0,0,0,0.083333333,0.11785113,0,0.027777778,0.030982085,1.030256758,0,0.083333333,0,0.578762217,0,0.024056261,0,13.38046889,8.630228955,7.2470106,4.993035501,3.676110187,3.025524032,1.618154291,0.995817782,11.2253409,6.361824055,4.62829854,2.529807165,1.585416845,1.076626742,0.464453038,0.241238857,1.639732467,2.06593234,2.776561198,0.691196572,0.705838637,0.781419764,305,0.333333333,2,2,0.466666667,2,3,1,4,2,0,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,16.05555556,8.991735537,6.666666667,9,7,0,3,2.78,0.481411137,4.012064506,2.778326636,0,8.83792507,10.16457765,0,1.771030138,0,0,0.333333333,0,0.454545455,0.833333333,8,41.49,5.169925001,262.7711482,249.1728792,35.25593303,1.958662946,8.449400711,5.577817873,2.871582838,711,21,2.129,80,109.0
Mol18,-3.4355,11.80266025,83.975,11.99615143,16.0000045,-0.413706482,0.258578318,3.732322188,10.49027462,2881.05,1,61.880962,0,0,59,0.478848246,-0.152240434,-0.041967472,-0.105924796,0.10092232,28.87234518,26.66045989,34.43120485,33.32091977,31.43120485,1407.540338,1542.008583,1917.5997,1821.400431,1658.020095,0,25,39.085038,1,3,0,1,13,2,0,0.07856742,0.268245951,0.418640773,0.068041382,0.145603041,0.171665675,1.440493473,0,0.248005645,0,0.587663808,0,0.108440819,0,18.65648977,11.95159616,10.08169383,7.117524902,5.42746457,3.717556009,2.529782278,1.596798072,15.40041358,9.742553103,7.216284954,5.047496423,3.542498754,2.243829444,1.442051773,0.891120535,2.581238449,3.786365193,4.549693933,1.188001347,1.658828595,1.710124903,612,0.2,3,5,0.8,1,11,2,0,4,2,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,23.04,13.21123829,9.48244898,9,2,1,8,3.11,0,2.002721212,0.66943295,0,16.81684262,18.4685275,0,4.44027938,0,1.307070054,0,0,0.470588235,0.888888889,13,94.83,5.64385619,378.1614499,354.2406245,48.90246869,1.956098747,12.38585699,12.38585699,0,1888,30,3.306,112,116.0
Mol19,0.6688,0.44729344,75.3176,11.99337068,15.99491943,-0.315002489,0.264399186,5.676537842,10.63419953,953.04,0,38.317481,6,6,34,0.305659047,-0.156403755,-0.126716738,0.285083581,-0.186973701,18.85440994,19.85534581,28.71355484,31.48815935,29.48818926,1177.584243,1385.649498,1994.007016,1965.5775,1609.631796,0,18,24.162519,1,8,0,1,0,0,0,0.06415003,0.368586236,0.621433575,0.025,0.115961562,0.159169542,1.299572491,0,0.534377897,0,0.661491042,0,0.192980781,0,12.57698579,8.03658126,7.37415784,6.221795558,5.507201877,3.615357447,2.035283615,1.315516617,10.63664042,5.550875725,4.304556105,2.971038346,2.069115353,1.151047272,0.559815107,0.286044688,3.389465447,6.31814036,8.502335315,1.403122014,2.008910676,2.261152183,217,0.647058824,0,4,0.307692308,4,0,0,5,0,3,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,13.43209877,5.325443787,2.419753086,2,13,0,0,2.45,1.639769145,3.365840636,5.825079493,0,6.083643419,5.836912519,0,3.301927249,0,0,0,0,0.5,1,2,26.79,5.087462841,226.3895553,231.1371623,33.79513865,1.987949333,12.27619894,2.561449206,9.714749732,478,28,1.185,88,108.0
Mol20,-0.0467,0.00218089,56.3816,11.89,15.99692597,-0.279896432,0.285277614,4.387946533,11.14975437,916.05,0,35.968274,0,0,34,0.471888169,-0.23861478,0.227687005,-0.456039333,0.239796166,19.04336771,17.66100366,26.57037451,30.31801137,27.75551792,921.4248143,1050.897979,1455.564243,1498.671117,1099.617078,0,16,23.871726,2,0,0,3,3,1,1,0,0.048112522,0.212378949,0,0.015625,0.041233726,1.629549111,0.083333333,0.537457479,0.11785113,0.988118095,0.0625,0.12319982,0.025515518,12.34493498,7.41955663,6.89791,5.320115036,4.182353457,2.53088149,1.983969088,0.504473335,9.923415484,5.589534827,4.605554592,3.075432665,1.839897609,1.207697735,0.737533769,0.160706654,3.662284135,5.829715996,6.421110188,1.711947189,2.010595832,1.83120427,186,0.375,2,5,0.727272727,3,3,0,0,1,3,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,14.0625,5.557655955,3.029726516,5,8,0,4,2.12,0.721124785,3.206891853,3.230921166,0.944940787,1.650963624,4.628810206,2.381101578,1.982703228,2.309401077,0.75,0,0.5,0.5,1,4,75.27,5,226.9106553,226.1317426,30.85885878,1.928678674,13.50162279,7.577410253,5.92421254,418,26,2.079,78,157.0
Mol21,2.4922,6.21106084,67.3498,11.85,12.15017245,-0.207631663,0.092651529,7.03620216,9.52437264,494,0,31.30793,14,16,24,0,0,0,0,0,14,16,22,21,14,967.8897222,1141.626415,1590.382285,1483.373803,943.9281958,0,16,10.93207,0,10,4,0,0,0,0,0,0.222222222,0.392837101,0,0.076388889,0.112262552,0.666666667,0,0.166666667,0,0.333333333,0,0.055555556,0,9.380468889,6.93265299,6.080637243,5.343990882,4.587856261,4.052465954,2.572882561,1.869246011,7.773502692,4.809401077,3.546509365,2.614031049,1.882638632,1.388200239,0.734846741,0.442117697,1.799113742,2.91638319,4.324775672,0.744016936,1.008903002,1.245744098,180,1,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2421875,3.867768595,1.76,0,14,0,0,3,0,0,0,0,14.73270019,16.82742808,0,3.301927249,0,0,0,0,0.428571429,0.75,0,0,4.807354922,162.4756565,178.0782504,29.51003759,2.107859828,0,0,0,279,21,4.366,76,218.0
Mol22,0.3571,0.12752041,51.6157,11.79,15.99692525,-0.306475775,0.285278988,4.412869081,11.54850376,631.05,0,31.541102,0,0,29,0.475516589,-0.234092976,0.234222555,-0.486686629,0.262466386,18.04336771,16.66100366,25.57037451,31.31801137,31.75206574,892.6408737,1035.200615,1479.472201,1594.28483,1144.028932,0,15,19.498898,3,1,0,2,1,1,1,0,0.048112522,0.206136036,0,0.015625,0.03920628,1.435376995,0.068041382,0.801343402,0.164266427,0.80644952,0.051031036,0.38350677,0.07186437,11.6378282,6.946430083,6.395744351,5.104766907,4.580424584,2.441607428,1.428231091,0.484005034,8.793658972,4.72579808,3.856224924,2.71640058,1.736796202,0.809251914,0.307565152,0.098002532,3.913698046,7.154253704,7.912493672,1.975501648,2.458238055,2.04964082,151,0.4,2,5,0.5,2,1,1,0,1,3,0,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,13.06666667,4.888429752,2.24,3,8,0,3,2.01,0.814325285,2.334815149,3.875117644,1.310370697,1,2.809664852,1.414213562,2.672696154,3.039342743,0.75,0,0.5,0.428571429,0.75,3,75.27,4.906890596,206.978212,210.1004424,28.85815336,1.923876891,13.49351352,7.572613746,5.920899773,326,27,1.144,74,142.7
